2025.04.10 03:09:30 Features for EURUSD.r: price=1.09582, atr=0.00086786, signal=hold
2025.04.11 05:15:31 Features for AUDUSD.r: price=0.62346, atr=0.00151643, signal=buy
2025.04.11 05:15:31 Features for GBPUSD.r: price=1.30186, atr=0.00187714, signal=hold
2025.04.11 05:15:31 Features for USDCAD.r: price=1.39264, atr=0.00164643, signal=hold
2025.04.11 05:30:31 Features for EURUSD.r: price=1.13098, atr=0.00300571, signal=buy
2025.04.11 05:30:31 Features for USDJPY.r: price=143.55000, atr=0.30807143, signal=hold
2025.04.11 05:30:31 Features for XAUUSD.r: price=3216.83000, atr=9.23428571, signal=hold
2025.04.11 05:30:31 Features for AUDUSD.r: price=0.62524, atr=0.00160357, signal=buy
2025.04.11 05:30:31 Features for GBPUSD.r: price=1.30172, atr=0.00182286, signal=hold
2025.04.11 05:30:31 Features for USDCAD.r: price=1.39231, atr=0.00164000, signal=hold
2025.04.11 05:30:31 Features for EURUSD.r: price=1.13098, atr=0.00300571, signal=buy
2025.04.11 05:30:31 Features for USDJPY.r: price=143.55000, atr=0.30807143, signal=hold
2025.04.11 05:30:31 Features for XAUUSD.r: price=3216.83000, atr=9.23428571, signal=hold
2025.04.11 05:30:31 Features for AUDUSD.r: price=0.62524, atr=0.00160357, signal=buy
2025.04.11 05:30:31 Features for GBPUSD.r: price=1.30172, atr=0.00182286, signal=hold
2025.04.11 05:30:31 Features for USDCAD.r: price=1.39231, atr=0.00164000, signal=hold
2025.04.11 05:30:31 Features for EURUSD.r: price=1.13098, atr=0.00300571, signal=buy
2025.04.11 05:30:31 Features for USDJPY.r: price=143.55000, atr=0.30807143, signal=hold
2025.04.11 05:30:31 Features for XAUUSD.r: price=3216.80000, atr=9.23428571, signal=hold
2025.04.11 05:30:31 Features for AUDUSD.r: price=0.62524, atr=0.00160357, signal=buy
2025.04.11 05:30:31 Features for GBPUSD.r: price=1.30172, atr=0.00182286, signal=hold
2025.04.11 05:30:31 Features for USDCAD.r: price=1.39230, atr=0.00164000, signal=hold
2025.04.11 05:30:31 Features for EURUSD.r: price=1.13098, atr=0.00300571, signal=buy
2025.04.11 05:30:31 Features for USDJPY.r: price=143.55000, atr=0.30807143, signal=hold
2025.04.11 05:30:31 Features for XAUUSD.r: price=3216.80000, atr=9.23428571, signal=hold
2025.04.11 05:30:31 Features for AUDUSD.r: price=0.62524, atr=0.00160357, signal=buy
2025.04.11 05:30:31 Features for GBPUSD.r: price=1.30172, atr=0.00182286, signal=hold
2025.04.11 05:30:31 Features for USDCAD.r: price=1.39230, atr=0.00164000, signal=hold
2025.04.11 05:30:31 Features for EURUSD.r: price=1.13098, atr=0.00300571, signal=buy
2025.04.11 05:30:31 Features for USDJPY.r: price=143.55000, atr=0.30807143, signal=hold
2025.04.11 05:30:31 Features for XAUUSD.r: price=3216.80000, atr=9.23428571, signal=hold
2025.04.11 05:30:31 Features for AUDUSD.r: price=0.62524, atr=0.00160357, signal=buy
2025.04.11 05:30:31 Features for GBPUSD.r: price=1.30172, atr=0.00182286, signal=hold
2025.04.11 05:30:31 Features for USDCAD.r: price=1.39230, atr=0.00164000, signal=hold
2025.04.11 05:31:50 Features for EURUSD.r: price=1.13093, atr=0.00300786, signal=hold
2025.04.11 05:31:50 Features for USDJPY.r: price=143.54800, atr=0.30907143, signal=hold
2025.04.11 05:31:50 Features for XAUUSD.r: price=3217.77000, atr=9.35928571, signal=hold
2025.04.11 05:31:50 Features for AUDUSD.r: price=0.62526, atr=0.00161929, signal=hold
2025.04.11 05:31:50 Features for GBPUSD.r: price=1.30162, atr=0.00182286, signal=hold
2025.04.11 05:31:50 Features for USDCAD.r: price=1.39254, atr=0.00164071, signal=hold
2025.04.11 05:31:50 Features for EURUSD.r: price=1.13093, atr=0.00300786, signal=hold
2025.04.11 05:31:50 Features for USDJPY.r: price=143.54800, atr=0.30907143, signal=hold
2025.04.11 05:31:50 Features for XAUUSD.r: price=3217.77000, atr=9.35928571, signal=hold
2025.04.11 05:31:50 Features for AUDUSD.r: price=0.62526, atr=0.00161929, signal=hold
2025.04.11 05:31:50 Features for GBPUSD.r: price=1.30162, atr=0.00182286, signal=hold
2025.04.11 05:31:50 Features for USDCAD.r: price=1.39254, atr=0.00164071, signal=hold
2025.04.11 05:31:50 Features for EURUSD.r: price=1.13093, atr=0.00300786, signal=hold
2025.04.11 05:31:50 Features for USDJPY.r: price=143.54800, atr=0.30907143, signal=hold
2025.04.11 05:31:50 Features for XAUUSD.r: price=3217.72000, atr=9.35928571, signal=hold
2025.04.11 05:31:50 Features for AUDUSD.r: price=0.62526, atr=0.00161929, signal=hold
2025.04.11 05:31:50 Features for GBPUSD.r: price=1.30162, atr=0.00182286, signal=hold
2025.04.11 05:31:50 Features for USDCAD.r: price=1.39253, atr=0.00164071, signal=hold
2025.04.11 05:31:50 Features for EURUSD.r: price=1.13093, atr=0.00300786, signal=hold
2025.04.11 05:31:50 Features for USDJPY.r: price=143.54800, atr=0.30907143, signal=hold
2025.04.11 05:31:50 Features for XAUUSD.r: price=3217.72000, atr=9.35928571, signal=hold
2025.04.11 05:31:50 Features for AUDUSD.r: price=0.62526, atr=0.00161929, signal=hold
2025.04.11 05:31:50 Features for GBPUSD.r: price=1.30162, atr=0.00182286, signal=hold
2025.04.11 05:31:50 Features for USDCAD.r: price=1.39253, atr=0.00164071, signal=hold
2025.04.11 05:31:50 Features for EURUSD.r: price=1.13093, atr=0.00300786, signal=hold
2025.04.11 05:31:50 Features for USDJPY.r: price=143.54800, atr=0.30907143, signal=hold
2025.04.11 05:31:50 Features for XAUUSD.r: price=3217.72000, atr=9.35928571, signal=hold
2025.04.11 05:31:50 Features for AUDUSD.r: price=0.62526, atr=0.00161929, signal=hold
2025.04.11 05:31:50 Features for GBPUSD.r: price=1.30162, atr=0.00182286, signal=hold
2025.04.11 05:31:50 Features for USDCAD.r: price=1.39253, atr=0.00164071, signal=hold
2025.04.11 05:31:50 Features for EURUSD.r: price=1.13093, atr=0.00300786, signal=hold
2025.04.11 05:31:50 Features for USDJPY.r: price=143.54800, atr=0.30907143, signal=hold
2025.04.11 05:31:50 Features for XAUUSD.r: price=3217.72000, atr=9.35928571, signal=hold
2025.04.11 05:31:50 Features for AUDUSD.r: price=0.62526, atr=0.00161929, signal=hold
2025.04.11 05:31:50 Features for GBPUSD.r: price=1.30162, atr=0.00182286, signal=hold
2025.04.11 05:31:50 Features for USDCAD.r: price=1.39253, atr=0.00164071, signal=hold
2025.04.11 05:42:38 Features for EURUSD.r: price=1.12986, atr=0.00308429, signal=hold
2025.04.11 05:42:38 Features for USDJPY.r: price=143.63800, atr=0.31835714, signal=hold
2025.04.11 05:42:38 Features for XAUUSD.r: price=3216.28000, atr=9.47928571, signal=hold
2025.04.11 05:42:38 Features for AUDUSD.r: price=0.62545, atr=0.00164286, signal=hold
2025.04.11 05:42:38 Features for GBPUSD.r: price=1.30096, atr=0.00187429, signal=hold
2025.04.11 05:42:38 Features for USDCAD.r: price=1.39337, atr=0.00168571, signal=hold
2025.04.11 05:42:43 Features for EURUSD.r: price=1.12998, atr=0.00308429, signal=hold
2025.04.11 05:42:43 Features for USDJPY.r: price=143.64400, atr=0.31835714, signal=hold
2025.04.11 05:42:43 Features for XAUUSD.r: price=3216.29000, atr=9.47928571, signal=hold
2025.04.11 05:42:43 Features for AUDUSD.r: price=0.62544, atr=0.00164286, signal=hold
2025.04.11 05:42:43 Features for GBPUSD.r: price=1.30111, atr=0.00187429, signal=hold
2025.04.11 05:42:43 Features for USDCAD.r: price=1.39338, atr=0.00169000, signal=hold
2025.04.11 05:42:47 Features for EURUSD.r: price=1.13006, atr=0.00308429, signal=hold
2025.04.11 05:42:47 Features for USDJPY.r: price=143.62600, atr=0.31835714, signal=hold
2025.04.11 05:42:47 Features for XAUUSD.r: price=3216.50000, atr=9.47928571, signal=hold
2025.04.11 05:42:47 Features for AUDUSD.r: price=0.62561, atr=0.00164286, signal=hold
2025.04.11 05:42:47 Features for GBPUSD.r: price=1.30119, atr=0.00187429, signal=hold
2025.04.11 05:42:47 Features for USDCAD.r: price=1.39332, atr=0.00169000, signal=hold
2025.04.11 05:42:50 Features for EURUSD.r: price=1.13009, atr=0.00308429, signal=hold
2025.04.11 05:42:50 Features for USDJPY.r: price=143.61800, atr=0.31835714, signal=hold
2025.04.11 05:42:50 Features for XAUUSD.r: price=3216.37000, atr=9.47928571, signal=hold
2025.04.11 05:42:50 Features for AUDUSD.r: price=0.62560, atr=0.00164286, signal=hold
2025.04.11 05:42:50 Features for GBPUSD.r: price=1.30122, atr=0.00187429, signal=hold
2025.04.11 05:42:50 Features for USDCAD.r: price=1.39333, atr=0.00169000, signal=hold
2025.04.11 05:42:54 Features for EURUSD.r: price=1.13008, atr=0.00308429, signal=hold
2025.04.11 05:42:54 Features for USDJPY.r: price=143.61500, atr=0.31835714, signal=hold
2025.04.11 05:42:54 Features for XAUUSD.r: price=3216.33000, atr=9.47928571, signal=hold
2025.04.11 05:42:54 Features for AUDUSD.r: price=0.62556, atr=0.00164286, signal=hold
2025.04.11 05:42:54 Features for GBPUSD.r: price=1.30119, atr=0.00187429, signal=hold
2025.04.11 05:42:54 Features for USDCAD.r: price=1.39325, atr=0.00169000, signal=hold
2025.04.11 05:42:59 Features for EURUSD.r: price=1.13019, atr=0.00308429, signal=hold
2025.04.11 05:42:59 Features for USDJPY.r: price=143.61500, atr=0.31835714, signal=hold
2025.04.11 05:42:59 Features for XAUUSD.r: price=3216.41000, atr=9.47928571, signal=hold
2025.04.11 05:42:59 Features for AUDUSD.r: price=0.62553, atr=0.00164286, signal=hold
2025.04.11 05:42:59 Features for GBPUSD.r: price=1.30123, atr=0.00187429, signal=hold
2025.04.11 05:42:59 Features for USDCAD.r: price=1.39321, atr=0.00169000, signal=hold
2025.04.11 05:46:10 Features for EURUSD.r: price=1.12999, atr=0.00300286, signal=hold
2025.04.11 05:46:10 Features for USDJPY.r: price=143.66700, atr=0.31121429, signal=hold
2025.04.11 05:46:10 Features for XAUUSD.r: price=3216.41000, atr=9.24000000, signal=hold
2025.04.11 05:46:10 Features for AUDUSD.r: price=0.62548, atr=0.00159143, signal=hold
2025.04.11 05:46:10 Features for GBPUSD.r: price=1.30144, atr=0.00183286, signal=hold
2025.04.11 05:46:10 Features for USDCAD.r: price=1.39290, atr=0.00166214, signal=hold
2025.04.11 05:46:10 Features for EURUSD.r: price=1.12999, atr=0.00300286, signal=hold
2025.04.11 05:46:10 Features for USDJPY.r: price=143.66700, atr=0.31121429, signal=hold
2025.04.11 05:46:10 Features for XAUUSD.r: price=3216.41000, atr=9.24000000, signal=hold
2025.04.11 05:46:10 Features for AUDUSD.r: price=0.62548, atr=0.00159143, signal=hold
2025.04.11 05:46:10 Features for GBPUSD.r: price=1.30144, atr=0.00183286, signal=hold
2025.04.11 05:46:10 Features for USDCAD.r: price=1.39290, atr=0.00166214, signal=hold
2025.04.11 05:46:10 Features for EURUSD.r: price=1.12999, atr=0.00300286, signal=hold
2025.04.11 05:46:10 Features for USDJPY.r: price=143.66700, atr=0.31121429, signal=hold
2025.04.11 05:46:10 Features for XAUUSD.r: price=3216.41000, atr=9.24000000, signal=hold
2025.04.11 05:46:10 Features for AUDUSD.r: price=0.62548, atr=0.00159143, signal=hold
2025.04.11 05:46:10 Features for GBPUSD.r: price=1.30144, atr=0.00183286, signal=hold
2025.04.11 05:46:10 Features for USDCAD.r: price=1.39290, atr=0.00166214, signal=hold
2025.04.11 06:00:40 Features for EURUSD.r: price=1.13031, atr=0.00293143, signal=hold
2025.04.11 06:00:40 Features for USDJPY.r: price=143.60100, atr=0.30092857, signal=hold
2025.04.11 06:00:40 Features for XAUUSD.r: price=3218.91000, atr=9.31928571, signal=hold
2025.04.11 06:00:40 Features for AUDUSD.r: price=0.62478, atr=0.00163143, signal=hold
2025.04.11 06:00:40 Features for GBPUSD.r: price=1.30145, atr=0.00178929, signal=hold
2025.04.11 06:00:40 Features for USDCAD.r: price=1.39267, atr=0.00163714, signal=hold
2025.04.11 06:00:40 Features for EURUSD.r: price=1.13031, atr=0.00293143, signal=hold
2025.04.11 06:00:40 Features for USDJPY.r: price=143.60100, atr=0.30092857, signal=hold
2025.04.11 06:00:40 Features for XAUUSD.r: price=3218.91000, atr=9.31928571, signal=hold
2025.04.11 06:00:40 Features for EURUSD.r: price=1.13031, atr=0.00293143, signal=hold
2025.04.11 06:00:40 Features for USDJPY.r: price=143.60100, atr=0.30092857, signal=hold2025.04.11 06:00:40 Features for USDCAD.r: price=1.39267, atr=0.00163714, signal=hold
old
2025.04.11 06:00:40 Features for AUDUSD.r: price=0.62478, atr=0.00163143, signal=hold
2025.04.11 06:00:40 Features for GBPUSD.r: price=1.30145, atr=0.00178929, signal=hold
2025.04.11 06:00:40 Features for USDCAD.r: price=1.39267, atr=0.00163714, signal=hold
2025.04.11 06:00:40 Features for EURUSD.r: price=1.13031, atr=0.00293143, signal=hold
2025.04.11 06:00:40 Features for USDJPY.r: price=143.60100, atr=0.30092857, signal=hold
2025.04.11 06:00:40 Features for XAUUSD.r: price=3218.91000, atr=9.31928571, signal=hold
2025.04.11 06:00:40 Features for AUDUSD.r: price=0.62478, atr=0.00163143, signal=hold
2025.04.11 06:00:40 Features for GBPUSD.r: price=1.30145, atr=0.00178929, signal=hold
2025.04.11 06:00:40 Features for USDCAD.r: price=1.39267, atr=0.00163714, signal=hold
2025.04.11 06:00:40 Features for EURUSD.r: price=1.13031, atr=0.00293143, signal=hold
2025.04.11 06:00:40 Features for USDJPY.r: price=143.60100, atr=0.30092857, signal=hold
2025.04.11 06:00:40 Features for XAUUSD.r: price=3218.91000, atr=9.31928571, signal=hold
2025.04.11 06:00:40 Features for AUDUSD.r: price=0.62478, atr=0.00163143, signal=hold
2025.04.11 06:00:40 Features for GBPUSD.r: price=1.30145, atr=0.00178929, signal=hold
2025.04.11 06:00:40 Features for USDCAD.r: price=1.39267, atr=0.00163714, signal=hold
2025.04.11 06:00:40 Features for EURUSD.r: price=1.13031, atr=0.00293143, signal=hold
2025.04.11 06:00:40 Features for USDJPY.r: price=143.60100, atr=0.30092857, signal=hold
2025.04.11 06:00:40 Features for XAUUSD.r: price=3218.91000, atr=9.31928571, signal=hold
2025.04.11 06:00:40 Features for AUDUSD.r: price=0.62478, atr=0.00163143, signal=hold
2025.04.11 06:00:40 Features for GBPUSD.r: price=1.30145, atr=0.00178929, signal=hold
2025.04.11 06:00:40 Features for USDCAD.r: price=1.39267, atr=0.00163714, signal=hold
2025.04.11 06:10:50 Features for EURUSD.r: price=1.13093, atr=0.00301500, signal=hold
2025.04.11 06:10:50 Features for USDJPY.r: price=143.51400, atr=0.31278571, signal=hold
2025.04.11 06:10:50 Features for XAUUSD.r: price=3217.66000, atr=9.57857143, signal=hold
2025.04.11 06:10:50 Features for AUDUSD.r: price=0.62472, atr=0.00168929, signal=hold
2025.04.11 06:10:50 Features for GBPUSD.r: price=1.30206, atr=0.00186357, signal=hold
2025.04.11 06:10:50 Features for USDCAD.r: price=1.39213, atr=0.00168143, signal=hold
2025.04.11 06:10:50 Features for EURUSD.r: price=1.13093, atr=0.00301500, signal=hold
2025.04.11 06:10:50 Features for USDJPY.r: price=143.51400, atr=0.31278571, signal=hold
2025.04.11 06:10:50 Features for XAUUSD.r: price=3217.66000, atr=9.57857143, signal=hold
2025.04.11 06:10:50 Features for AUDUSD.r: price=0.62472, atr=0.00168929, signal=hold
2025.04.11 06:10:50 Features for GBPUSD.r: price=1.30206, atr=0.00186357, signal=hold
2025.04.11 06:10:50 Features for USDCAD.r: price=1.39213, atr=0.00168143, signal=hold
2025.04.11 06:11:22 Features for EURUSD.r: price=1.13096, atr=0.00301500, signal=hold
2025.04.11 06:11:22 Features for USDJPY.r: price=143.52800, atr=0.31278571, signal=hold
2025.04.11 06:11:22 Features for XAUUSD.r: price=3217.37000, atr=9.57857143, signal=hold
2025.04.11 06:11:22 Features for AUDUSD.r: price=0.62466, atr=0.00168929, signal=hold
2025.04.11 06:11:22 Features for GBPUSD.r: price=1.30207, atr=0.00186357, signal=hold
2025.04.11 06:11:22 Features for USDCAD.r: price=1.39211, atr=0.00168500, signal=hold
2025.04.11 06:11:30 Features for EURUSD.r: price=1.13097, atr=0.00301500, signal=hold
2025.04.11 06:11:30 Features for USDJPY.r: price=143.52700, atr=0.31278571, signal=hold
2025.04.11 06:11:30 Features for XAUUSD.r: price=3217.20000, atr=9.57857143, signal=hold
2025.04.11 06:11:30 Features for AUDUSD.r: price=0.62459, atr=0.00168929, signal=hold
2025.04.11 06:11:30 Features for GBPUSD.r: price=1.30208, atr=0.00186357, signal=hold
2025.04.11 06:11:30 Features for USDCAD.r: price=1.39225, atr=0.00168500, signal=hold
2025.04.11 06:11:37 Features for EURUSD.r: price=1.13123, atr=0.00301500, signal=hold
2025.04.11 06:11:37 Features for USDJPY.r: price=143.52400, atr=0.31278571, signal=hold
2025.04.11 06:11:37 Features for XAUUSD.r: price=3217.29000, atr=9.57857143, signal=hold
2025.04.11 06:11:37 Features for AUDUSD.r: price=0.62473, atr=0.00168929, signal=hold
2025.04.11 06:11:37 Features for GBPUSD.r: price=1.30230, atr=0.00186357, signal=hold
2025.04.11 06:11:37 Features for USDCAD.r: price=1.39209, atr=0.00168500, signal=hold
2025.04.11 06:11:44 Features for EURUSD.r: price=1.13135, atr=0.00301500, signal=hold
2025.04.11 06:11:44 Features for USDJPY.r: price=143.51800, atr=0.31278571, signal=hold
2025.04.11 06:11:44 Features for XAUUSD.r: price=3217.51000, atr=9.57857143, signal=hold
2025.04.11 06:11:44 Features for AUDUSD.r: price=0.62481, atr=0.00168929, signal=hold
2025.04.11 06:11:44 Features for GBPUSD.r: price=1.30235, atr=0.00186643, signal=hold
2025.04.11 06:11:44 Features for USDCAD.r: price=1.39203, atr=0.00168500, signal=hold
2025.04.11 06:15:22 Features for EURUSD.r: price=1.13215, atr=0.00280929, signal=hold
2025.04.11 06:15:22 Features for USDJPY.r: price=143.48300, atr=0.29428571, signal=hold
2025.04.11 06:15:22 Features for XAUUSD.r: price=3216.53000, atr=9.35428571, signal=hold
2025.04.11 06:15:22 Features for AUDUSD.r: price=0.62451, atr=0.00164929, signal=hold
2025.04.11 06:15:22 Features for GBPUSD.r: price=1.30283, atr=0.00174071, signal=hold
2025.04.11 06:15:22 Features for USDCAD.r: price=1.39171, atr=0.00160500, signal=hold
2025.04.11 06:15:22 Features for EURUSD.r: price=1.13215, atr=0.00280929, signal=hold
2025.04.11 06:15:22 Features for USDJPY.r: price=143.48300, atr=0.29428571, signal=hold
2025.04.11 06:15:22 Features for XAUUSD.r: price=3216.53000, atr=9.35428571, signal=hold
2025.04.11 06:15:22 Features for AUDUSD.r: price=0.62451, atr=0.00164929, signal=hold
2025.04.11 06:15:22 Features for GBPUSD.r: price=1.30283, atr=0.00174071, signal=hold
2025.04.11 06:15:22 Features for USDCAD.r: price=1.39171, atr=0.00160500, signal=hold
2025.04.11 06:15:53 Features for EURUSD.r: price=1.13198, atr=0.00280929, signal=hold
2025.04.11 06:15:53 Features for USDJPY.r: price=143.47200, atr=0.29521429, signal=hold
2025.04.11 06:15:53 Features for XAUUSD.r: price=3216.59000, atr=9.37357143, signal=hold
2025.04.11 06:15:53 Features for AUDUSD.r: price=0.62433, atr=0.00164929, signal=hold
2025.04.11 06:15:53 Features for GBPUSD.r: price=1.30277, atr=0.00174071, signal=hold
2025.04.11 06:15:53 Features for USDCAD.r: price=1.39166, atr=0.00160500, signal=hold
2025.04.11 06:16:01 Features for EURUSD.r: price=1.13208, atr=0.00280929, signal=hold
2025.04.11 06:16:01 Features for USDJPY.r: price=143.47400, atr=0.29521429, signal=hold
2025.04.11 06:16:01 Features for XAUUSD.r: price=3216.70000, atr=9.37357143, signal=hold
2025.04.11 06:16:01 Features for AUDUSD.r: price=0.62449, atr=0.00164929, signal=hold
